Date,open,high,low,close,volume,dividends,stock splits
2020-12-21 00:00:00-05:00,84.55908740754332,85.51362423007764,83.56340410450748,85.3408203125,6664600,0.0,0.0
2020-12-22 00:00:00-05:00,85.09395979325242,85.16801592405993,83.94192740436583,84.59200286865234,4002900,0.0,0.0
2020-12-23 00:00:00-05:00,84.8059345523943,85.5218417689173,84.68250768581322,84.98696899414062,3659100,0.0,0.0
2020-12-24 00:00:00-05:00,84.84708686638413,85.07749207062092,84.42741665691229,84.97052001953125,1378600,0.0,0.0
2020-12-28 00:00:00-05:00,85.29144120007189,85.4806999244605,84.52616319546766,85.12686157226562,3948900,0.0,0.0
2020-12-29 00:00:00-05:00,85.53829709415645,86.70679042190802,85.53829709415645,86.15545654296875,5096400,0.0,0.0
2020-12-30 00:00:00-05:00,86.49285427928172,87.41448146784606,86.48462372741757,86.62451171875,5328400,0.0,0.0
2020-12-31 00:00:00-05:00,86.61626758119876,88.278480826478,86.27888409092887,88.1715087890625,6148100,0.0,0.0
2021-01-04 00:00:00-05:00,88.1962092680087,88.33609725122189,85.46425006833792,86.73971557617188,9523400,0.0,0.0
2021-01-05 00:00:00-05:00,86.73970706317084,88.0645369150853,86.09785595751902,87.63664245605469,6823800,0.0,0.0
2021-01-06 00:00:00-05:00,86.19660917932198,88.20443673863927,85.72756821581748,86.87960052490234,11017500,0.0,0.0
2021-01-07 00:00:00-05:00,87.31571433753177,88.09744708352282,86.87135880637564,87.80944061279297,8196000,0.0,0.0
2021-01-08 00:00:00-05:00,87.91641770721411,88.48420640935726,87.02771287186164,88.27025604248047,5345900,0.0,0.0
2021-01-11 00:00:00-05:00,88.10567704801267,90.15464452966779,88.10567704801267,89.71028900146484,6334200,0.0,0.0
2021-01-12 00:00:00-05:00,89.8748677548695,91.15855730540537,89.79258109000158,90.33567810058594,6106900,0.0,0.0
2021-01-13 00:00:00-05:00,90.35215817991974,93.32275323557143,90.26986521969513,92.53278350830078,9821300,0.0,0.0
2021-01-14 00:00:00-05:00,92.15814445759985,93.81483116732196,91.15914269469565,92.932373046875,8268800,1.3,0.0
2021-01-15 00:00:00-05:00,92.57439584206841,92.87409763991633,91.1424950152929,92.00829315185547,9196200,0.0,0.0
2021-01-19 00:00:00-05:00,92.61603014814614,93.4984819759545,91.79185332120251,93.3902587890625,7723800,0.0,0.0
2021-01-20 00:00:00-05:00,93.99799574368629,94.15616712754564,92.79918838412523,93.7565689086914,6554600,0.0,0.0
2021-01-21 00:00:00-05:00,93.76488508183432,93.86478780772582,92.20810730022644,92.62435913085938,5417000,0.0,0.0
