Date,open,high,low,close,volume,dividends,stock splits
2020-12-21 00:00:00-05:00,121.70100925990957,124.90366837554562,120.17268937086521,124.82579040527344,121251600,0.0,0.0
2020-12-22 00:00:00-05:00,128.1160699450411,130.8417396142282,126.20809672049869,128.37890625,168904800,0.0,0.0
2020-12-23 00:00:00-05:00,128.65142345828835,128.91424481092534,127.30805490779156,127.48328399658203,88223700,0.0,0.0
2020-12-24 00:00:00-05:00,127.83373850895474,129.9169254349974,127.6195778559662,128.4664764404297,54930100,0.0,0.0
2020-12-28 00:00:00-05:00,130.43286969291617,133.693925752392,129.96560192767902,133.06118774414062,124486200,0.0,0.0
2020-12-29 00:00:00-05:00,134.38507537843176,135.1054204796811,130.77356128298763,131.28948974609375,121047300,0.0,0.0
2020-12-30 00:00:00-05:00,131.98065036313264,132.37976932791838,129.85851685438772,130.17002868652344,96452100,0.0,0.0
2020-12-31 00:00:00-05:00,130.5205178650633,131.16300010398734,128.22316928497395,129.16741943359375,99116600,0.0,0.0
2021-01-04 00:00:00-05:00,129.97536966603926,130.0629768178639,123.39482930890424,125.97447967529297,143301900,0.0,0.0
2021-01-05 00:00:00-05:00,125.46826826756664,128.242613306386,125.0204736671036,127.531982421875,97664900,0.0,0.0
2021-01-06 00:00:00-05:00,124.32932869572905,127.57092663069263,123.02489875437408,123.23905944824219,155088000,0.0,0.0
2021-01-07 00:00:00-05:00,124.95234603859188,128.13553942794485,124.46561985658641,127.44438171386719,109578200,0.0,0.0
2021-01-08 00:00:00-05:00,128.91428961570313,129.10899197173987,126.77269738263777,128.5443878173828,105158200,0.0,0.0
2021-01-11 00:00:00-05:00,125.76033213644988,126.71431143715863,125.08864752799445,125.55590057373047,100384500,0.0,0.0
2021-01-12 00:00:00-05:00,125.08862995743296,126.24704065814508,123.4921686595174,125.38066864013672,91951100,0.0,0.0
2021-01-13 00:00:00-05:00,125.34169563519181,127.96028434017008,125.07887424485143,127.41515350341797,88636800,0.0,0.0
2021-01-14 00:00:00-05:00,127.32757929841898,127.52226681135943,125.34172804679318,125.48775482177734,90221800,0.0,0.0
2021-01-15 00:00:00-05:00,125.3611781802463,126.7629517813355,123.62843438270613,123.76471710205078,111598500,0.0,0.0
2021-01-19 00:00:00-05:00,124.3877334109567,125.2930517717372,123.5700370457831,124.43640899658203,90757300,0.0,0.0
2021-01-20 00:00:00-05:00,125.24441754671625,128.9727428605649,125.13733716445972,128.5249481201172,104319500,0.0,0.0
2021-01-21 00:00:00-05:00,130.24791374177147,135.9620736838479,130.04348223408022,133.2364044189453,120150900,0.0,0.0
2021-01-22 00:00:00-05:00,132.66206599733243,136.13729751698824,131.435521560002,135.3780059814453,114459400,0.0,0.0
2021-01-25 00:00:00-05:00,139.27180493160114,141.23816756160053,132.91514878597044,139.1257781982422,157611700,0.0,0.0
2021-01-26 00:00:00-05:00,139.78777273313094,140.46918645287846,137.6169631530498,139.3594512939453,98390600,0.0,0.0
2021-01-27 00:00:00-05:00,139.6222293773767,140.46914281583642,136.68241469205358,138.28860473632812,140843800,0.0,0.0
