Date,open,high,low,close,volume,dividends,stock splits
2020-12-21 00:00:00-05:00,25.789451629011605,26.578200629296976,25.461543772619283,26.35664176940918,93397400,0.0,0.0
2020-12-22 00:00:00-05:00,26.39209180447965,26.39209180447965,25.851487649409684,25.88693618774414,39054300,0.0,0.0
2020-12-23 00:00:00-05:00,26.046459102569926,26.89724600597853,25.993285449344373,26.63137435913086,52537200,0.0,0.0
2020-12-24 00:00:00-05:00,26.826352837505127,26.826352837505127,26.356647346621138,26.551618576049805,22632300,0.0,0.0
2020-12-28 00:00:00-05:00,26.790896295081502,27.07449135853876,26.57819999748856,26.702272415161133,32861200,0.0,0.0
2020-12-29 00:00:00-05:00,26.737721905256127,26.808620669163485,26.525025613534044,26.595924377441406,33291900,0.0,0.0
2020-12-30 00:00:00-05:00,26.587062959174467,26.782034145678836,26.5338893065569,26.569337844848633,26370100,0.0,0.0
2020-12-31 00:00:00-05:00,26.59592358393616,26.932692279858458,26.498437152587154,26.861793518066406,28716000,0.0,0.0
2021-01-04 00:00:00-05:00,26.99473497003567,27.092221424803697,26.36550851926806,26.61365509033203,51483900,0.0,0.0
2021-01-05 00:00:00-05:00,26.737722579276106,27.065630427088653,26.507301168178625,26.81748390197754,48507000,0.0,0.0
2021-01-06 00:00:00-05:00,28.270911137225017,28.909000066695846,27.792344862711897,28.49247169494629,107002800,0.0,0.0
2021-01-07 00:00:00-05:00,29.520501154254703,29.79523195308381,29.10396945187558,29.121694564819336,74358500,0.0,0.0
2021-01-08 00:00:00-05:00,29.1748740460282,29.245774516085756,28.457025380658116,28.829242706298828,44641400,0.0,0.0
2021-01-11 00:00:00-05:00,28.439299382717195,29.360985180608875,28.27091415226387,29.307809829711914,51868200,0.0,0.0
2021-01-12 00:00:00-05:00,29.617982882058556,30.10541501445107,29.423013409821017,29.83068084716797,68166200,0.0,0.0
2021-01-13 00:00:00-05:00,29.626856396626764,29.84841529676264,29.325536157213154,29.6534423828125,43172800,0.0,0.0
2021-01-14 00:00:00-05:00,29.671162181326917,30.459911183495418,29.617986837767724,30.123144149780273,48483500,0.0,0.0
2021-01-15 00:00:00-05:00,29.50277542307613,29.804095575366464,28.97989643471112,29.254627227783203,57684300,0.0,0.0
2021-01-19 00:00:00-05:00,28.80265478247437,29.77751251513155,28.53678479908789,29.04193878173828,78130200,0.0,0.0
2021-01-20 00:00:00-05:00,29.03306967050581,29.059659030895222,28.50132979279328,28.660852432250977,53920000,0.0,0.0
2021-01-21 00:00:00-05:00,28.66084879549198,28.784921192500114,28.120244739340023,28.15569496154785,49626600,0.0,0.0
2021-01-22 00:00:00-05:00,27.792342277827267,28.137973537849476,27.694855844340037,27.960725784301758,45314500,0.0,0.0
2021-01-25 00:00:00-05:00,27.71258923053324,27.739175218249954,27.092223598284438,27.615102767944336,48078400,0.0,0.0
