Date,open,high,low,close,volume,dividends,stock splits,returns,log_returns,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_200,ema_200,volatility_5,atr_5,volatility_10,atr_10,volatility_20,atr_20,rsi_14,rsi_28,macd,macd_signal,macd_hist,bb_upper_20,bb_lower_20,bb_width_20,bb_position_20,volume_sma_20,volume_ratio,obv,high_low_ratio,close_open_ratio,spread_proxy,volume_imbalance,volume_imbalance_ratio,cum_volume_imbalance_5,volume_imbalance_ratio_5,cum_volume_imbalance_10,volume_imbalance_ratio_10,cum_volume_imbalance_20,volume_imbalance_ratio_20,price_pressure,price_pressure_5,liquidity_proxy,day_of_week,day_of_month,month,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,returns_lag_1,returns_lag_2,returns_lag_3,returns_lag_5,returns_lag_10,volume_ratio_lag_1,volume_ratio_lag_2,volume_ratio_lag_3,volume_ratio_lag_5,volume_ratio_lag_10,rsi_14_lag_1,rsi_14_lag_2,rsi_14_lag_3,rsi_14_lag_5,rsi_14_lag_10,macd_lag_1,macd_lag_2,macd_lag_3,macd_lag_5,macd_lag_10,volatility_10_lag_1,volatility_10_lag_2,volatility_10_lag_3,volatility_10_lag_5,volatility_10_lag_10,target_direction_5d,target_returns_5d,target_volatility_5d,target_mfe_5d,target_mae_5d,target_direction_10d,target_returns_10d,target_volatility_10d,target_mfe_10d,target_mae_10d,target_direction_15d,target_returns_15d,target_volatility_15d,target_mfe_15d,target_mae_15d,target_direction_20d,target_returns_20d,target_volatility_20d,target_mfe_20d,target_mae_20d
2021-10-06 00:00:00-04:00,63.35963162133886,63.811847836322016,62.36963597408903,63.75685119628906,11257962,0.0,0.0,-0.005433807860734996,-0.005448624693592707,63.91940536499023,63.946189811251664,63.98417854309082,63.66822366906732,62.80674991607666,63.30484016299524,63.12529945373535,63.22853377308265,62.20443086624145,63.11326374610915,0.02068435388799129,1.8418776681528457,0.02046558923914764,1.7383383159191979,0.020678837222061593,1.6999357597713711,57.10966073677924,51.1560267345934,0.33833524279562255,0.13378177743428515,0.2045534653613374,66.02538728231335,59.58811254983998,0.10249335845390749,0.647593713131356,15489789.5,0.7267989019476346,-439452.0,1.0231236216102357,1.0062692847919972,0.022620500152882878,11257962,1.0,-11603539.0,-0.19305667797916598,62540522.0,0.4658568304149442,51657350.0,0.1667464557862455,-0.003949285586576621,-0.003158409759580056,7806038.970286385,2,6,10,4,0,0,0,0,0.0,-0.008693872229926902,0.02707949856097014,0.0052019896385293585,0.017764746987337654,0.5795286422466012,0.7533861364768862,0.7966698035025044,0.7303109244337984,1.1307715335982507,56.45730670627062,59.73758317520338,52.69206542142604,56.27255849234857,39.18004496014896,0.34556037531210393,0.3142890821037625,0.26980406275793456,0.17270467414495272,-0.7578561863395521,0.020341077631776873,0.02363955169542642,0.023508830375511467,0.01992059039043189,0.020748030104426884,0,-0.018882547233142866,0.009127091845833291,0.02108667116931051,-0.030192825090866404,1,0.01600672415480786,0.009688650594543253,0.02108667116931051,-0.030192825090866404,0,-0.004600838269669283,0.015454459606848811,0.06364454769643313,-0.030192825090866404,1,0.015719411090786783,0.014066707734012963,0.06364454769643313,-0.030192825090866404
2021-10-07 00:00:00-04:00,64.0684958167715,65.10127095225587,63.756835792624855,64.47794342041016,10684302,0.0,0.0,0.011310035087853665,0.011246554835178935,64.2225128173828,64.12344101430449,64.14490013122558,63.81544544203874,62.877034759521486,63.41656428295394,63.13204124450684,63.27754600999375,62.264153747558595,63.12894352608908,0.014565355390482327,1.6047687182989847,0.015545416533874762,1.534491071628753,0.020767088696025456,1.6813637347681039,61.689126729270846,49.4218987469928,0.3863418702602601,0.18429379599948018,0.20204807426077995,66.1803608643016,59.573708654741374,0.10507257911935461,0.7423176837691038,15270694.35,0.6996605232950656,10244850.0,1.0210869178640534,1.0063907790938253,0.020851086252317477,10684302,1.0,13437036.0,0.23810877811876033,54603980.0,0.4322950521373168,47275447.0,0.15479141261183058,0.007913185068053248,0.003797495093732546,7947056.3704480305,3,7,10,4,0,0,0,0,-0.005433807860734996,0.0,-0.008693872229926902,-0.030579541943843047,0.044854843128027566,0.7267989019476346,0.5795286422466012,0.7533861364768862,0.8785723228898492,1.147978140392072,57.10966073677924,56.45730670627062,59.73758317520338,52.09813386127803,43.52434237463499,0.33833524279562255,0.34556037531210393,0.3142890821037625,0.15185738284415606,-0.596447803606516,0.02046558923914764,0.020341077631776873,0.02363955169542642,0.022562205762233428,0.025785223088660054,0,-0.026253385148924058,0.00612815345201253,0.006729120606852046,-0.041038710918274046,0,-0.02236739333208937,0.012554489909801876,0.008340529348336956,-0.041038710918274046,0,-0.002369234479195015,0.015585553060702221,0.05174922703504392,-0.041038710918274046,0,-0.002843010379644295,0.013951703141643975,0.05174922703504392,-0.041038710918274046
2021-10-08 00:00:00-04:00,64.39238243339749,64.91182327816787,63.95850104142651,63.99516296386719,6859525,0.0,0.0,-0.0074875287723606965,-0.007515701031082203,64.08806610107422,64.08068166415872,64.20112037658691,63.84812135509845,62.96256675720215,63.47166891932284,63.11349555969238,63.30569655934313,62.32536500930786,63.13888084205275,0.00818306699404032,1.3847691864540947,0.015672613384501478,1.5320461729516353,0.020621805932689186,1.6627761553482163,61.32350573578865,49.54773917575425,0.381038749014337,0.22364278660245154,0.15739596241188544,66.28979579207143,59.635337722332864,0.10568911676361063,0.6551735987879789,14846147.25,0.4620407493263951,3385325.0,1.0149053248781408,0.9938312661448557,0.014896785828635628,-6859525,-1.0,-6414914.0,-0.12753449630713598,37215847.0,0.3034492238917443,55766389.0,0.18781434691751425,-0.0034595434045844795,-0.0012090973466872361,7195389.696821878,4,8,10,4,0,0,0,0,0.011310035087853665,-0.005433807860734996,0.0,0.02707949856097014,0.00894268275871446,0.6996605232950656,0.7267989019476346,0.5795286422466012,0.7966698035025044,0.6542927038386807,61.689126729270846,57.10966073677924,56.45730670627062,52.69206542142604,48.25384929690159,0.3863418702602601,0.33833524279562255,0.34556037531210393,0.26980406275793456,-0.4183406412122821,0.015545416533874762,0.02046558923914764,0.020341077631776873,0.023508830375511467,0.025523145320356773,0,-0.0029599519502564453,0.011145669693772047,0.011268530783627995,-0.033804292760587606,0,-0.006397730846566807,0.012837761281546064,0.015947465225419233,-0.033804292760587606,1,0.0014322886551627612,0.015486810804047853,0.059683638769933545,-0.033804292760587606,1,0.03838829257219922,0.015707582725535272,0.059683638769933545,-0.033804292760587606
2021-10-11 00:00:00-04:00,64.06852094387258,64.63074549069603,63.53685923712511,63.60408401489258,6615872,0.0,0.0,-0.006111070444424382,-0.006129819458804304,63.98784561157227,63.92181578107,64.1235107421875,63.80375092960648,62.95343589782715,63.4842798808246,63.120346221923825,63.31740150697628,62.37852361679077,63.144209568581125,0.007728590182241526,1.3004370195949193,0.014991015051605236,1.4868241726357474,0.01997902797193016,1.6301485379034752,68.6409117992133,48.56034986908998,0.341344383553178,0.24718310599259685,0.09416127756058112,66.27213352906661,59.63473826658769,0.10543340753078752,0.5980276285101676,14175025.75,0.46672733557468143,-3230547.0,1.0172165616416204,0.9927509341227515,0.017198365018743042,-6615872,-1.0,-741873.0,-0.016624083129625444,17628416.0,0.15159395806216172,29112215.0,0.10268840252371322,-0.0028522036260353765,-0.00046956950982864743,6048043.823937734,0,11,10,4,0,0,0,0,-0.0074875287723606965,0.011310035087853665,-0.005433807860734996,-0.008693872229926902,0.014932612966719327,0.4620407493263951,0.6996605232950656,0.7267989019476346,0.7533861364768862,0.8048617311664096,61.32350573578865,61.689126729270846,57.10966073677924,59.73758317520338,54.28694460344384,0.381038749014337,0.3863418702602601,0.33833524279562255,0.3142890821037625,-0.19846890576468468,0.015672613384501478,0.015545416533874762,0.02046558923914764,0.02363955169542642,0.024798574721708697,1,0.00038420411302309,0.010824413931266229,0.017486462230567046,-0.02786349811597799,1,0.011721464133142678,0.01324114668692781,0.02219416578038258,-0.02786349811597799,1,0.02065675872671413,0.015712598718510093,0.066199257540557,-0.02786349811597799,1,0.041698141396109945,0.015637270223573335,0.066199257540557,-0.02786349811597799
2021-10-12 00:00:00-04:00,63.28628753907309,63.57962038987109,62.064077305486244,62.7729606628418,13722903,0.0,0.0,-0.013067138139371326,-0.013153264293259933,63.72140045166016,63.53886407499393,63.939567947387694,63.61633451746745,63.02731895446777,63.416535193305656,63.14721267700195,63.29604478719493,62.4326482963562,63.13996344043564,0.00915369848096737,1.3334401695325908,0.015331421797389404,1.517381395259065,0.018054140421353903,1.570367209912039,61.017970109278735,48.99965503341701,0.24005441596810329,0.24575736798769818,-0.005702952019594892,66.25513595577414,59.79950195316141,0.10242596559241887,0.46059902226132515,13575282.75,1.0108741933938723,-16953450.0,1.0244190061333736,0.9918888135772798,0.024143246843572327,-13722903,-1.0,-5256036.0,-0.10695921194555276,-16241133.0,-0.14783035091084404,41107075.0,0.15140412084602806,-0.013209232726603294,-0.0031114160551493062,9054775.902705591,1,12,10,4,0,0,0,0,-0.006111070444424382,-0.0074875287723606965,0.011310035087853665,0.0,0.003606828229723469,0.46672733557468143,0.4620407493263951,0.6996605232950656,0.5795286422466012,1.217293318842815,68.6409117992133,61.32350573578865,61.689126729270846,56.45730670627062,56.555610038556225,0.341344383553178,0.381038749014337,0.3863418702602601,0.34556037531210393,-0.005419242673085023,0.014991015051605236,0.015672613384501478,0.015545416533874762,0.020341077631776873,0.020378316128383284,1,0.019567677905728553,0.007998906831959215,0.030958134591178688,-0.014992265987284759,1,0.04595050121372379,0.013439459232739372,0.0803158945690492,-0.014992265987284759,1,0.038648529326418934,0.015195671368798246,0.0803158945690492,-0.014992265987284759,1,0.08343073205370466,0.01610309799876652,0.13093850637705673,-0.014992265987284759
2021-10-13 00:00:00-04:00,62.455179336086495,63.06629003180625,61.83185173977511,62.55295944213867,12065484,0.0,0.0,-0.0035047131500578477,-0.0035108690444946525,63.480622100830075,63.21022919737552,63.70001373291016,63.42299359468039,63.035855293273926,63.33428988356963,63.13963577270508,63.26689618841159,62.48591686248779,63.13325960128878,0.009127091845833291,1.233217730276155,0.015072923325718203,1.5375476992145003,0.01765984289222334,1.568277706683053,48.29623757321693,45.31261664900436,0.1404105638372144,0.22468800715760143,-0.08427744332038703,66.25738600387574,59.814324582672114,0.10221264376008415,0.4250518007563795,13528197.35,0.8918766993002213,-29018934.0,1.0199644399657701,1.0015656044397214,0.01973429079998986,12065484,1.0,-4448514.0,-0.08906275207422362,-16052053.0,-0.14585827429350268,40165367.0,0.148450550952378,-0.0031257719962676745,-0.002946713337087517,9774068.155442212,2,13,10,4,0,0,0,0,-0.013067138139371326,-0.006111070444424382,-0.0074875287723606965,-0.005433807860734996,0.0052019896385293585,1.0108741933938723,0.46672733557468143,0.4620407493263951,0.7267989019476346,0.7303109244337984,61.017970109278735,68.6409117992133,61.32350573578865,57.10966073677924,56.27255849234857,0.24005441596810329,0.341344383553178,0.381038749014337,0.33833524279562255,0.17270467414495272,0.015331421797389404,0.014991015051605236,0.015672613384501478,0.02046558923914764,0.01992059039043189,1,0.03556074890886829,0.007410074277298365,0.035756113644312526,9.770305313150374e-05,1,0.014556574162652547,0.017995626048294213,0.08411540809598361,9.770305313150374e-05,1,0.03526790622911502,0.01531198590659527,0.08411540809598361,9.770305313150374e-05,1,0.06447826222445907,0.01698607818656714,0.13491606162243674,9.770305313150374e-05
2021-10-14 00:00:00-04:00,63.02962192481677,63.34128947119541,62.55907105725858,62.785179138183594,9853826,0.0,0.0,0.00371236945647202,0.0037054956198761457,63.142069244384764,63.06854584431155,63.68229103088379,63.30702732986279,63.08103904724121,63.281993622046144,63.13853546142578,63.24800034285735,62.542297554016116,63.129290207823395,0.00612815345201253,1.1219967041612988,0.01181367637854466,1.3633827112301418,0.01756390974193696,1.5502949050430068,46.39940155412729,47.56437237720561,0.07926654430384161,0.19560371458684947,-0.11633717028300786,66.2594602341548,59.90261786032762,0.10077263263001364,0.45345803912399196,13540813.35,0.727713006988609,-19165108.0,1.0125036769363294,0.996121779265553,0.012458647481362618,-9853826,-1.0,-24986642.0,-0.5087104604641798,-11549606.0,-0.1094231288707739,39913047.0,0.14738053752140376,0.0027015395402219216,-0.003989042442653782,12597282.069091955,3,14,10,4,0,0,0,0,-0.0035047131500578477,-0.013067138139371326,-0.006111070444424382,0.011310035087853665,-0.030579541943843047,0.8918766993002213,1.0108741933938723,0.46672733557468143,0.6996605232950656,0.8785723228898492,48.29623757321693,61.017970109278735,68.6409117992133,61.689126729270846,52.09813386127803,0.1404105638372144,0.24005441596810329,0.341344383553178,0.3863418702602601,0.15185738284415606,0.015072923325718203,0.015331421797389404,0.014991015051605236,0.015545416533874762,0.022562205762233428,1,0.003990762851000085,0.017117328698114838,0.03552660822605436,0.002628029289732714,1,0.024528096226944962,0.01839073638076333,0.08010565684574678,-0.0018491713022467104,1,0.024041546755836585,0.015503261054142473,0.08010565684574678,-0.0018491713022467104,1,0.04146376050975409,0.017636733660048753,0.1307184171068989,-0.0018491713022467104
2021-10-15 00:00:00-04:00,63.341303449481416,64.71629442772881,63.0601911893955,63.80574035644531,9069257,0.0,0.0,0.016254810964472455,0.01612411590505904,63.10418472290039,63.31427734835614,63.5961254119873,63.39770242560506,63.203812789916995,63.331874263467675,63.156502685546876,63.26987804094151,62.60012273788452,63.13699302421409,0.011145669693772047,1.3175553147220698,0.009252711926279238,1.3511622505880823,0.01773746336500567,1.59403091157778,46.83288086570924,51.5077785694245,0.1118706451061584,0.17885710069071128,-0.06698645558455288,66.28907019570349,60.1185553841305,0.09762883818549278,0.5975490027832661,13134106.85,0.6905118942290317,-10095851.0,1.0262622616122326,1.007332291596025,0.025955395691384966,9069257,1.0,-9057860.0,-0.1764724150336871,-15472774.0,-0.1522509459710936,66185691.0,0.2519611411566977,0.011224140309412708,-0.0010523056998543456,5476263.067468693,4,15,10,4,0,0,0,0,0.00371236945647202,-0.0035047131500578477,-0.013067138139371326,-0.0074875287723606965,0.02707949856097014,0.727713006988609,0.8918766993002213,1.0108741933938723,0.4620407493263951,0.7966698035025044,46.39940155412729,48.29623757321693,61.017970109278735,61.32350573578865,52.69206542142604,0.07926654430384161,0.1404105638372144,0.24005441596810329,0.381038749014337,0.26980406275793456,0.01181367637854466,0.015072923325718203,0.015331421797389404,0.015672613384501478,0.023508830375511467,0,-0.003447984765541534,0.01570321254706268,0.01896354836765024,-0.017814412361342402,1,0.004405280022613534,0.017815847006781193,0.06282956320834243,-0.017814412361342402,1,0.04147099667995757,0.01721237270485116,0.06282956320834243,-0.017814412361342402,1,0.030456600901144215,0.017346790775468548,0.11263278156960954,-0.017814412361342402
2021-10-18 00:00:00-04:00,63.35963683996183,63.90351915549964,62.96852381304888,63.62852096557617,6653913,0.0,0.0,-0.0027774834972389417,-0.002781347861658569,63.10907211303711,63.41902522076282,63.548458862304685,63.439669432872535,63.337876319885254,63.36012633036086,63.15260665893555,63.28394589242865,62.65486688613892,63.142582079227104,0.010824413931266229,1.2857771324980363,0.008910369088521912,1.2931070760464778,0.017659878978490962,1.543079591733452,44.54244940262446,52.056377577545085,0.12200313140425578,0.1674863068334202,-0.04548317542916441,66.23772043351222,60.438032206258285,0.09156745638206844,0.5501138396241919,12655925.55,0.5257547520892298,-16749764.0,1.014848614606668,1.0042437763065706,0.014694594943619684,6653913,1.0,4211925.0,0.08199929123472126,3470052.0,0.036149468792037454,56622065.0,0.22369784326046388,-0.001460275147522787,-0.0007739200041518273,7116519.94175624,0,18,10,4,0,0,0,0,0.016254810964472455,0.00371236945647202,-0.0035047131500578477,-0.006111070444424382,-0.008693872229926902,0.6905118942290317,0.727713006988609,0.8918766993002213,0.46672733557468143,0.7533861364768862,46.83288086570924,46.39940155412729,48.29623757321693,68.6409117992133,59.73758317520338,0.1118706451061584,0.07926654430384161,0.1404105638372144,0.341344383553178,0.3142890821037625,0.009252711926279238,0.01181367637854466,0.015072923325718203,0.014991015051605236,0.02363955169542642,1,0.011332905871071164,0.016558182973405944,0.02180158540857513,-0.015078810010064503,1,0.020264768806166344,0.018177899523359936,0.0657897767247213,-0.015078810010064503,1,0.04129807039458133,0.017216293090335913,0.0657897767247213,-0.015078810010064503,1,0.024490829795378755,0.017471835111268114,0.11573170797585886,-0.015078810010064503
2021-10-19 00:00:00-04:00,63.90961570010207,64.14794440594682,63.29850877890757,64.00128173828125,6767714,0.0,0.0,0.005858391285045617,0.005841297639174125,63.354736328125,63.613110726602294,63.53806838989258,63.54178076112866,63.5818675994873,63.42118875021308,63.16605804443359,63.31208328797286,62.71952314376831,63.152332311774686,0.007998906831959215,1.147662916024619,0.009151593597134198,1.240551542778605,0.0159495850960162,1.4701418136158586,44.76701203695976,51.93496374718803,0.15828723917930887,0.16564649330259795,-0.007359254123289083,65.70514600916917,61.458589189805444,0.0667888028409843,0.5987656957470747,11727202.7,0.5770953374925463,-9982050.0,1.0134195203556249,1.0014343074539724,0.013272165868690308,6767714,1.0,24702542.0,0.5562358498141216,19446506.0,0.2078711751325414,88731950.0,0.37831677455357704,0.0033808502958067917,0.00254409660033019,7967306.50866295,1,19,10,4,0,0,0,0,-0.0027774834972389417,0.016254810964472455,0.00371236945647202,-0.013067138139371326,0.0,0.5257547520892298,0.6905118942290317,0.727713006988609,1.0108741933938723,0.5795286422466012,44.54244940262446,46.83288086570924,46.39940155412729,61.017970109278735,56.45730670627062,0.12200313140425578,0.1118706451061584,0.07926654430384161,0.24005441596810329,0.34556037531210393,0.008910369088521912,0.009252711926279238,0.01181367637854466,0.015331421797389404,0.020341077631776873,1,0.025876480668932,0.018473455688838895,0.059582328843635235,-0.02081525737272183,1,0.018714649193160016,0.0181497412492099,0.059582328843635235,-0.02081525737272183,1,0.06263738595475665,0.018265120322709237,0.10923338478137379,-0.02081525737272183,0,-0.013176594535364905,0.018871182269495232,0.10923338478137379,-0.02081525737272183
