Date,open,high,low,close,volume,dividends,stock splits
2020-12-21 00:00:00-05:00,29.211213706145347,29.30524337327288,28.921296371804296,29.28957176208496,40891800,0.0,0.0
2020-12-22 00:00:00-05:00,29.156365986115034,29.250395657836922,28.678392283218994,28.78809356689453,33634400,0.0,0.0
2020-12-23 00:00:00-05:00,28.99965191771614,29.501134516850705,28.897790926893375,29.336584091186523,36182000,0.0,0.0
2020-12-24 00:00:00-05:00,29.30525222306729,29.438456474809225,29.13286743699645,29.203388214111328,14790100,0.0,0.0
2020-12-28 00:00:00-05:00,29.27390896405435,29.446293749965186,28.741085979470956,28.850784301757812,26993700,0.0,0.0
2020-12-29 00:00:00-05:00,28.913463715576835,29.148531918741206,28.827271343637214,29.030996322631836,23152100,0.0,0.0
2020-12-30 00:00:00-05:00,29.015324467586552,29.17987489857268,28.756750342987235,28.78809356689453,24889800,0.0,0.0
2020-12-31 00:00:00-05:00,28.72540949403418,28.929134488166447,28.435492121557832,28.842945098876953,30796500,0.0,0.0
2021-01-04 00:00:00-05:00,28.889956949570387,28.94480610141579,28.419820508308486,28.842945098876953,33565700,0.0,0.0
2021-01-05 00:00:00-05:00,28.772425020786272,29.281739012805208,28.678395339045053,29.140697479248047,29909400,0.0,0.0
2021-01-06 00:00:00-05:00,28.858617190015444,29.367931178307472,28.811602349488865,28.889957427978516,34962500,0.0,0.0
2021-01-07 00:00:00-05:00,29.023165818720468,29.10935820196783,28.733245440696646,29.038837432861328,27809500,0.0,0.0
2021-01-08 00:00:00-05:00,29.117192984558493,29.40711037820777,28.91346797554801,29.093687057495117,33462400,0.0,0.0
2021-01-11 00:00:00-05:00,29.164215738393978,29.64218964536283,29.109366567665315,29.59517478942871,47286900,0.0,0.0
2021-01-12 00:00:00-05:00,29.54031893111457,29.61083970452285,28.850782812128596,29.13286590576172,47831100,0.0,0.0
2021-01-13 00:00:00-05:00,28.991831828773705,29.125036107834838,28.709748662461045,28.88213348388672,31027900,0.0,0.0
2021-01-14 00:00:00-05:00,28.81943869717153,28.960480239658082,28.68623445652026,28.79593276977539,30272000,0.0,0.0
2021-01-15 00:00:00-05:00,28.741082307604948,28.819437388069428,28.521685691060622,28.75675392150879,34287800,0.0,0.0
