Date,open,high,low,close,volume,dividends,stock splits
2020-12-21 00:00:00-05:00,108.17698621370133,109.78422893345451,106.35017503608123,108.51073455810547,28323600,0.0,0.0
2020-12-22 00:00:00-05:00,108.37018992227858,108.48436308956902,106.80686382836494,106.85955810546875,11788200,0.0,0.0
2020-12-23 00:00:00-05:00,107.83445533306924,111.11919744575962,107.45679733369889,109.845703125,14973200,0.0,0.0
2020-12-24 00:00:00-05:00,109.86328678920047,110.26729870869912,108.52831331406541,109.3626708984375,4164900,0.0,0.0
2020-12-28 00:00:00-05:00,110.50441435762045,111.23338325349482,109.59979337390295,110.08283996582031,8072600,0.0,0.0
2020-12-29 00:00:00-05:00,110.83818664673389,110.90845018157499,109.68764974168366,109.79304504394531,8389200,0.0,0.0
2020-12-30 00:00:00-05:00,110.21456073784883,110.53073979443252,109.69638248998444,110.10038757324219,7398000,0.0,0.0
2020-12-31 00:00:00-05:00,109.86327913088384,111.8306174949002,109.62614812576749,111.60226440429688,8580200,0.0,0.0
2021-01-04 00:00:00-05:00,111.97990845332896,112.29608755442943,109.59100266754638,110.54832458496094,16819900,0.0,0.0
2021-01-05 00:00:00-05:00,110.56600285721547,111.72483188220632,109.48679123420952,111.14984130859375,13731200,0.9,0.0
2021-01-06 00:00:00-05:00,114.89171702585952,117.44820747548634,113.12251236026619,116.3689956665039,24909100,0.0,0.0
2021-01-07 00:00:00-05:00,120.03124648548925,122.24274409632689,119.35010144193639,120.19046783447266,21940400,0.0,0.0
2021-01-08 00:00:00-05:00,120.27894086830763,120.61509284609045,118.64242713194618,120.32317352294922,12035100,0.0,0.0
2021-01-11 00:00:00-05:00,119.0493368284232,122.25158093720471,118.63357421234373,122.118896484375,15937900,0.0,0.0
2021-01-12 00:00:00-05:00,123.34845094957177,125.31226123991478,122.80884517613687,124.03843688964844,18033500,0.0,0.0
2021-01-13 00:00:00-05:00,122.59657004867445,124.54268511541035,122.16312518483835,124.15347290039062,14816800,0.0,0.0
2021-01-14 00:00:00-05:00,124.2773167522722,126.27650560701326,123.8438583886645,124.87883758544922,18565600,0.0,0.0
2021-01-15 00:00:00-05:00,121.57041465929207,125.30342292244399,121.19888475842625,122.64078521728516,27881000,0.0,0.0
2021-01-19 00:00:00-05:00,123.72000766967543,124.4630675360618,121.9154317801787,122.11003112792969,19843800,0.0,0.0
2021-01-20 00:00:00-05:00,121.91544426158512,122.22504582198809,119.8100942600412,120.2789306640625,16028800,0.0,0.0
2021-01-21 00:00:00-05:00,120.0312329270332,120.4469955107399,118.8193366925185,119.27047729492188,13411700,0.0,0.0
2021-01-22 00:00:00-05:00,117.37744358257534,118.89010031520108,116.94398521291095,118.35049438476562,12933200,0.0,0.0
2021-01-25 00:00:00-05:00,116.89090285041763,117.8020386745659,115.0509354439886,116.87320709228516,14212800,0.0,0.0
2021-01-26 00:00:00-05:00,117.4305098456761,117.80203978250096,116.18322209482281,116.3955307006836,11307800,0.0,0.0
2021-01-27 00:00:00-05:00,114.63517262800994,114.86517698953236,112.65367290537654,113.10482025146484,17603900,0.0,0.0
2021-01-28 00:00:00-05:00,114.90942020142671,116.91746398171442,114.10444526125168,115.0951919555664,13761800,0.0,0.0
2021-01-29 00:00:00-05:00,116.05054332548822,116.5193797090131,113.3967463630866,113.82135009765625,14808100,0.0,0.0
2021-02-01 00:00:00-05:00,114.4670693300597,115.05976235248669,113.65324012484014,114.66168212890625,11080700,0.0,0.0
2021-02-02 00:00:00-05:00,116.7139902607565,118.88125503766152,116.07707792252765,118.19126892089844,12253600,0.0,0.0
2021-02-03 00:00:00-05:00,118.22665088345687,120.0931553123095,118.10280756344383,119.54470825195312,10600800,0.0,0.0
2021-02-04 00:00:00-05:00,119.83661536645198,122.65848804781446,119.83661536645198,122.2957992553711,12419500,0.0,0.0
2021-02-05 00:00:00-05:00,123.30423342140725,123.39269870575656,121.52619458840722,122.05694580078125,10051300,0.0,0.0
2021-02-08 00:00:00-05:00,122.25158805694961,124.10925149221164,122.23389229623851,123.96771240234375,10136400,0.0,0.0
2021-02-09 00:00:00-05:00,123.33959975450132,123.82613177652692,122.5523073908257,123.47229766845703,8614800,0.0,0.0
2021-02-10 00:00:00-05:00,123.84383592355441,124.61343258460627,122.99461510957099,123.54307556152344,10323200,0.0,0.0
2021-02-11 00:00:00-05:00,123.54308262234028,124.33037508436246,122.26925807751614,123.19808959960938,9201000,0.0,0.0
2021-02-12 00:00:00-05:00,123.00344769934324,125.26801813370507,122.95921506628527,124.9495620727539,8324600,0.0,0.0
2021-02-16 00:00:00-05:00,126.98417132023124,128.54991510980597,125.96687451432018,127.95722198486328,12130600,0.0,0.0
2021-02-17 00:00:00-05:00,127.33803438400594,128.60301808252723,126.60381553063819,128.35533142089844,10810100,0.0,0.0
2021-02-18 00:00:00-05:00,127.38223314725974,128.96565913410836,126.85146844331665,128.7887420654297,10587800,0.0,0.0
