,AAPL,MSFT,GOOGL,AMZN,TSLA,JPM,BAC,GS,MS,C,XOM,CVX,COP,SLB,EOG,JNJ,PFE,UNH,ABBV,TMO
2021-01-13 00:00:00-05:00,127.41515350341797,207.5868377685547,86.70736694335938,158.29449462890625,284.8033447265625,124.15347290039062,29.6534423828125,269.0108642578125,64.416015625,55.926395416259766,39.574153900146484,75.39774322509766,39.28128433227539,22.8702335357666,47.509742736816406,136.98361206054688,28.88213348388672,327.2538146972656,92.53278350830078,495.1650085449219
2021-01-14 00:00:00-05:00,125.48775482177734,204.4011688232422,85.89698791503906,156.37350463867188,281.6666564941406,124.87883758544922,30.123144149780273,273.3885803222656,65.19181823730469,57.72480773925781,41.118873596191406,77.20889282226562,39.982879638671875,23.31937599182129,49.20553207397461,139.37811279296875,28.79593276977539,323.0966796875,92.932373046875,490.427490234375
2021-01-15 00:00:00-05:00,123.76471710205078,204.04615783691406,85.73322296142578,155.21249389648438,275.38665771484375,122.64078521728516,29.254627227783203,267.29693603515625,64.1432113647461,53.72648620605469,39.14097595214844,74.45980072021484,37.68597412109375,22.376178741455078,46.79426956176758,139.07447814941406,28.75675392150879,323.8064270019531,92.00829315185547,496.5763244628906
2021-01-19 00:00:00-05:00,124.43640899658203,207.6827850341797,88.55440521240234,156.03799438476562,281.51666259765625,122.11003112792969,29.04193878173828,261.24969482421875,63.93010711669922,53.27478790283203,39.917423248291016,76.41651916503906,38.42097854614258,22.83430290222168,47.814117431640625,141.2261199951172,28.780258178710938,324.6268005371094,93.3902587890625,500.7610168457031
2021-01-20 00:00:00-05:00,128.5249481201172,215.2631378173828,93.2985610961914,163.16900634765625,283.48333740234375,120.2789306640625,28.660852432250977,257.9374084472656,63.80220031738281,52.906742095947266,40.48137283325195,77.11995697021484,37.88644027709961,22.771419525146484,47.592750549316406,140.8790740966797,28.60004997253418,323.3824157714844,93.7565689086914,509.1106872558594
2021-01-21 00:00:00-05:00,133.2364044189453,215.8676300048828,93.50103759765625,165.34950256347656,281.663330078125,119.27047729492188,28.15569496154785,256.9605712890625,63.682861328125,51.752410888671875,39.3207893371582,74.39512634277344,36.0739631652832,21.72942352294922,43.50546646118164,140.3151397705078,28.584365844726562,327.21685791015625,92.62435913085938,505.67608642578125
2021-01-22 00:00:00-05:00,135.3780059814453,216.8079833984375,93.91837310791016,164.6114959716797,282.21331787109375,118.35049438476562,27.960725784301758,256.9783020019531,63.19693374633789,51.30072021484375,38.7650146484375,74.16873931884766,35.656333923339844,21.927038192749023,43.371070861816406,141.89418029785156,28.639223098754883,320.3499450683594,92.29134368896484,507.8868713378906
2021-01-25 00:00:00-05:00,139.1257781982422,220.2431640625,94.00373077392578,164.6999969482422,293.6000061035156,116.87320709228516,27.615102767944336,251.33956909179688,61.705020904541016,50.656639099121094,38.331851959228516,73.49762725830078,35.56447219848633,21.325191497802734,43.63985824584961,144.00234985351562,29.21122932434082,320.5896301269531,91.99165344238281,512.0617065429688
2021-01-26 00:00:00-05:00,139.3594512939453,222.9298858642578,94.6821060180664,166.30650329589844,294.36334228515625,116.3955307006836,27.42012596130371,250.2029571533203,60.70759201049805,50.94940185546875,37.490020751953125,72.25244903564453,34.81275177001953,20.426908493041992,42.2879753112793,147.9065704345703,29.234725952148438,316.2574157714844,90.57638549804688,501.205078125
2021-01-27 00:00:00-05:00,138.28860473632812,223.47679138183594,90.26498413085938,161.62899780273438,288.0533447265625,113.10482025146484,26.436403274536133,242.71701049804688,58.329078674316406,49.68632507324219,37.065006256103516,71.31452941894531,33.952457427978516,19.591510772705078,43.489646911621094,145.65081787109375,28.396324157714844,306.929443359375,85.57305145263672,476.1858825683594
2021-01-28 00:00:00-05:00,133.45057678222656,229.26283264160156,91.96514892578125,161.88099670410156,278.4766540527344,115.0951919555664,26.87065887451172,244.21778869628906,59.40019607543945,50.47261428833008,37.645301818847656,71.9775390625,34.3366584777832,20.33708381652832,42.469810485839844,146.7613067626953,28.404233932495117,311.6855773925781,86.75519561767578,490.0032043457031
2021-01-29 00:00:00-05:00,128.45677185058594,222.57485961914062,90.68281555175781,160.30999755859375,264.510009765625,113.82135009765625,26.276884078979492,240.7989959716797,57.455039978027344,48.920387268066406,36.648189544677734,68.88888549804688,33.43461608886719,19.95082664489746,40.28779983520508,141.52978515625,28.435922622680664,307.47320556640625,85.31497955322266,503.05072021484375
2021-02-01 00:00:00-05:00,130.5789031982422,229.9536895751953,93.94369506835938,167.1439971923828,279.9366760253906,114.66168212890625,26.551618576049805,243.9603271484375,57.986305236816406,49.29157638549805,36.71357345581055,69.86722564697266,34.002567291259766,19.905908584594727,40.580326080322266,141.1654052734375,28.356704711914062,307.86041259765625,85.16512298583984,508.7453308105469
2021-02-02 00:00:00-05:00,131.40634155273438,229.81932067871094,95.2364273071289,169.0,290.92999267578125,118.19126892089844,27.49988555908203,254.8294219970703,60.79694366455078,50.26171875,37.29386520385742,70.39277648925781,34.2197380065918,20.220304489135742,40.524993896484375,139.89869689941406,27.715124130249023,312.2109069824219,86.13916015625,511.765625
2021-02-03 00:00:00-05:00,130.38418579101562,233.1681365966797,102.1720199584961,165.62649536132812,284.89666748046875,119.54470825195312,27.987314224243164,256.2324523925781,60.497005462646484,51.54399108886719,38.75684356689453,71.92902374267578,36.09066390991211,21.720434188842773,44.17744827270508,139.24801635742188,27.59630584716797,311.4459533691406,89.03626251220703,493.6944274902344
2021-02-04 00:00:00-05:00,133.74261474609375,232.2181854248047,101.91149139404297,166.5500030517578,283.3299865722656,122.2957992553711,28.802650451660156,260.85003662109375,61.94517517089844,52.64910125732422,39.5005989074707,71.96136474609375,36.75886917114258,22.28635025024414,45.43447494506836,140.54075622558594,27.63591194152832,303.54669189453125,90.35162353515625,482.5813293457031
2021-02-05 00:00:00-05:00,133.3282928466797,232.40052795410156,103.65828704833984,167.6074981689453,284.07666015625,122.05694580078125,28.687440872192383,260.6280212402344,62.74209213256836,52.792518615722656,40.82464599609375,72.1716079711914,37.10131072998047,22.466007232666016,44.754573822021484,142.67495727539062,27.6596736907959,299.11309814453125,90.51811218261719,486.1342468261719
2021-02-08 00:00:00-05:00,133.47451782226562,232.65960693359375,103.44440460205078,166.14700317382812,287.8066711425781,123.96771240234375,29.325531005859375,266.5332336425781,63.60755920410156,53.695159912109375,42.58185958862305,73.96659088134766,39.072471618652344,23.346324920654297,46.96819305419922,143.082763671875,27.58046531677246,298.95635986328125,88.9446792602539,489.2925720214844
2021-02-09 00:00:00-05:00,132.59707641601562,233.906982421875,102.99132537841797,165.25,283.1533203125,123.47229766845703,29.201459884643555,266.8084716796875,63.61613845825195,53.24805450439453,42.08313751220703,73.546142578125,39.1559944152832,23.355302810668945,46.02741241455078,144.2540283203125,27.69927978515625,303.8323669433594,87.74588775634766,482.916748046875
2021-02-10 00:00:00-05:00,131.9925994873047,232.99545288085938,103.54167175292969,164.32899475097656,268.2733459472656,123.54307556152344,29.22804832458496,270.2006530761719,63.69327163696289,53.669864654541016,42.49042892456055,74.80748748779297,39.46503448486328,23.91223907470703,47.60065460205078,144.7224884033203,27.517101287841797,307.3072814941406,86.62198638916016,478.55450439453125
2021-02-11 00:00:00-05:00,131.73916625976562,234.59788513183594,103.6543197631836,163.10650634765625,270.5533447265625,123.19808959960938,29.13942527770996,268.460205078125,63.17055130004883,53.315547943115234,41.426509857177734,74.40321350097656,39.14472961425781,23.68767547607422,47.1500244140625,144.07180786132812,27.271554946899414,307.0032043457031,86.37225341796875,487.6048889160156
2021-02-12 00:00:00-05:00,131.97314453125,235.07765197753906,103.96595764160156,163.885498046875,272.0400085449219,124.9495620727539,29.573673248291016,272.0121765136719,63.93317794799805,53.67830276489258,41.9917106628418,74.83175659179688,39.75163269042969,24.04698371887207,48.24102783203125,144.52293395996094,27.501258850097656,302.55120849609375,86.94668579101562,501.205078125
2021-02-16 00:00:00-05:00,129.84788513183594,233.83985900878906,104.74360656738281,163.44749450683594,265.40667724609375,127.95722198486328,30.371288299560547,277.0204772949219,65.1671371459961,54.0916633605957,43.255126953125,76.36511993408203,41.1761360168457,24.19589614868164,49.88542175292969,143.21287536621094,27.477495193481445,299.2144775390625,86.74687194824219,493.5562438964844
2021-02-17 00:00:00-05:00,127.55682373046875,234.85928344726562,105.13661193847656,165.4320068359375,266.04998779296875,128.35533142089844,30.495361328125,277.7131652832031,64.65298461914062,54.63157272338867,43.92838668823242,78.65286254882812,41.606021881103516,24.250043869018555,50.233272552490234,143.72476196289062,27.63591194152832,301.27911376953125,88.48681640625,491.9573669433594
2021-02-18 00:00:00-05:00,126.45520782470703,234.46493530273438,104.50090789794922,166.4114990234375,262.4599914550781,128.7887420654297,30.30038833618164,275.1911926269531,64.12171936035156,53.551761627197266,43.238502502441406,77.89849853515625,40.198360443115234,23.085824966430664,47.88525390625,143.794189453125,27.374521255493164,302.7077941894531,88.29532623291016,482.4233703613281
2021-02-19 00:00:00-05:00,126.61116027832031,231.75283813476562,103.65728759765625,162.4949951171875,260.4333190917969,130.9383087158203,30.610570907592773,280.2706298828125,65.124267578125,55.492027282714844,43.5294189453125,78.55447387695312,40.81369400024414,23.57317543029785,49.418975830078125,141.3996124267578,27.27947425842285,299.17755126953125,87.42121124267578,472.61309814453125
2021-02-22 00:00:00-05:00,122.83827209472656,225.53993225097656,101.9427490234375,159.03700256347656,238.1666717529297,132.16790771484375,31.15118408203125,281.380615234375,66.32394409179688,55.27269744873047,45.133609771728516,80.67822265625,42.88725280761719,24.854717254638672,52.25715255737305,141.3123321533203,27.13689422607422,301.9980773925781,89.1278305053711,457.2362060546875
2021-02-23 00:00:00-05:00,122.70178985595703,224.34735107421875,102.2335433959961,159.72500610351562,232.94667053222656,133.22946166992188,31.479080200195312,283.4585266113281,66.40962219238281,56.30189895629883,45.75700378417969,81.69501495361328,43.91560363769531,25.035213470458984,53.64067077636719,140.06394958496094,26.85966682434082,303.7216796875,88.47016143798828,452.8246765136719
2021-02-24 00:00:00-05:00,122.20458984375,225.5784149169922,103.40917205810547,157.97650146484375,247.33999633789062,135.57363891601562,32.24125289916992,293.6083984375,68.44905090332031,57.87099075317383,47.12847137451172,84.71253967285156,46.08188247680664,26.54238510131836,57.21408462524414,141.94091796875,26.732934951782227,306.21051025390625,90.48481750488281,450.7026062011719
2021-02-25 00:00:00-05:00,117.9539794921875,220.23106384277344,100.04161834716797,152.85800170898438,227.4066619873047,133.733642578125,31.842443466186523,291.0508728027344,67.20653533935547,56.86711120605469,46.347145080566406,83.92536926269531,44.69950485229492,25.730138778686523,55.80685043334961,142.0892791748047,26.788381576538086,303.1318664550781,89.35260009765625,445.58038330078125
2021-02-26 00:00:00-05:00,118.21722412109375,223.4914093017578,100.33737182617188,154.64649963378906,225.1666717529297,130.18641662597656,30.761234283447266,283.6982727050781,65.86978912353516,55.57639694213867,45.19179153442383,81.9984130859375,43.83974075317383,25.18863868713379,51.0396614074707,138.33538818359375,26.52699851989746,306.21966552734375,89.69393920898438,444.20849609375
2021-03-01 00:00:00-05:00,124.58336639404297,227.87698364257812,102.70697784423828,157.3070068359375,239.47666931152344,133.13209533691406,31.71837043762207,294.1197814941406,67.83208465576172,58.66398239135742,46.879112243652344,83.67937469482422,44.345489501953125,25.919660568237305,51.37171173095703,139.086181640625,26.685401916503906,308.45947265625,90.25171661376953,453.5648498535156
2021-03-02 00:00:00-05:00,121.98035430908203,224.9243927001953,102.4499282836914,154.72650146484375,228.81333923339844,132.6986846923828,31.487945556640625,295.0291442871094,69.22882080078125,58.13251495361328,46.60481643676758,83.99918365478516,44.06731414794922,25.396209716796875,50.96851348876953,138.82431030273438,26.54283332824707,308.45025634765625,89.78551483154297,456.0816345214844
2021-03-03 00:00:00-05:00,118.99713134765625,218.8557891845703,99.81631469726562,150.25,217.73333740234375,135.26400756835938,32.27668762207031,298.1404113769531,70.31707000732422,59.37260437011719,46.97885513305664,84.94215393066406,45.23053741455078,25.603784561157227,52.96076202392578,136.3798828125,27.239870071411133,306.8188171386719,88.83645629882812,445.07696533203125
2021-03-04 00:00:00-05:00,117.11556243896484,218.05752563476562,100.93387603759766,148.8784942626953,207.14666748046875,133.18524169921875,32.508262634277344,293.55810546875,69.5030288696289,58.89175033569336,48.79916000366211,85.6883316040039,46.88263702392578,25.79330825805664,56.47093200683594,133.6299285888672,27.089374542236328,307.6852722167969,87.95401763916016,435.700927734375
2021-03-05 00:00:00-05:00,118.3731918334961,222.74124145507812,104.06719207763672,150.0229949951172,199.31666564941406,133.4947967529297,32.89124298095703,291.846435546875,69.29736328125,59.246055603027344,50.64440155029297,89.37826538085938,49.17534255981445,26.23552894592285,58.96125411987305,136.2751007080078,27.239870071411133,319.93505859375,88.82813262939453,441.0403747558594
2021-03-08 00:00:00-05:00,113.44017791748047,218.69224548339844,99.6222915649414,147.59750366210938,187.6666717529297,135.26400756835938,33.069366455078125,297.9263916015625,69.49446868896484,60.92481231689453,50.59452438354492,89.99324798583984,49.54623794555664,26.813133239746094,58.96916198730469,137.41000366210938,27.208187103271484,322.76495361328125,88.33695983886719,434.1119384765625
2021-03-09 00:00:00-05:00,118.05148315429688,224.8378448486328,101.25296020507812,153.1425018310547,224.52667236328125,134.3086700439453,32.34794616699219,294.71710205078125,69.28023529052734,59.88718795776367,49.81321334838867,89.78824615478516,48.804473876953125,26.488231658935547,58.19438171386719,137.6719512939453,27.28739356994629,324.4331970214844,88.903076171875,442.2642822265625
2021-03-10 00:00:00-05:00,116.96935272216797,223.5298614501953,101.04602813720703,152.8820037841797,222.68666076660156,137.2278289794922,33.28311538696289,304.9068298339844,71.1996841430664,62.21554183959961,51.34259033203125,91.32164001464844,50.085689544677734,27.029727935791016,59.3802490234375,138.9377899169922,27.66759490966797,322.2394714355469,89.91039276123047,435.3358154296875
2021-03-11 00:00:00-05:00,118.89964294433594,228.05972290039062,104.23939514160156,155.67950439453125,233.1999969482422,136.5112762451172,33.167327880859375,304.9781494140625,71.33677673339844,61.844356536865234,50.96025466918945,91.17403411865234,50.431278228759766,26.53335952758789,59.53837966918945,138.92906188964844,27.493328094482422,325.4654846191406,89.80216979980469,454.5122375488281
2021-03-12 00:00:00-05:00,117.99300384521484,226.7325439453125,101.7313461303711,154.47450256347656,231.2433319091797,138.13014221191406,33.79078674316406,310.9599609375,72.27081298828125,63.4218635559082,51.50883865356445,91.4774169921875,49.891841888427734,26.181385040283203,59.293296813964844,139.33062744140625,27.675514221191406,329.3228454589844,90.09353637695312,444.61322021484375
2021-03-15 00:00:00-04:00,120.87870788574219,225.82847595214844,101.95167541503906,154.08399963378906,235.97999572753906,137.4401397705078,33.62155532836914,308.4994812011719,71.8594970703125,62.612022399902344,50.195560455322266,90.40322875976562,49.02363586425781,26.280656814575195,58.787322998046875,140.04647827148438,28.047800064086914,327.3433532714844,91.7918472290039,447.1707458496094
2021-03-16 00:00:00-04:00,122.41905212402344,228.6175537109375,103.41313934326172,154.59300231933594,225.6266632080078,135.79478454589844,33.523597717285156,304.6304016113281,70.72838592529297,61.86123275756836,49.13164138793945,88.2630844116211,47.69183349609375,25.324010848999023,55.85427474975586,140.87582397460938,28.380475997924805,328.0093688964844,92.27471923828125,440.8605651855469
2021-03-17 00:00:00-04:00,121.62939453125,227.97314453125,103.33026885986328,156.7864990234375,233.93666076660156,137.19244384765625,33.799686431884766,307.5188293457031,71.8594970703125,62.0890007019043,49.347740173339844,88.5828857421875,47.90256118774414,25.549638748168945,57.862361907958984,140.35203552246094,28.348791122436523,325.7707824707031,87.44619750976562,437.0882263183594
2021-03-18 00:00:00-04:00,117.50552368164062,221.89495849609375,100.30909729003906,151.39950561523438,217.72000122070312,139.45701599121094,34.68142318725586,310.2379455566406,71.92805480957031,62.291446685791016,47.21990203857422,85.37675476074219,44.9945182800293,24.592988967895508,54.47077560424805,140.09014892578125,28.33295249938965,334.900634765625,86.38888549804688,440.1890869140625
2021-03-19 00:00:00-04:00,116.97908782958984,221.5390625,100.5879898071289,153.7480010986328,218.2899932861328,137.23666381835938,34.31624984741211,306.8502502441406,71.07115173339844,61.59126663208008,46.953922271728516,84.76995086669922,44.33705139160156,24.412494659423828,55.403656005859375,139.7147216796875,28.142850875854492,338.1659851074219,86.09751892089844,439.458251953125
2021-03-22 00:00:00-04:00,120.29375457763672,226.96336364746094,100.77308654785156,155.5435028076172,223.3333282470703,133.54791259765625,33.541404724121094,302.5086975097656,70.19711303710938,60.70549392700195,46.471824645996094,84.08116912841797,44.03361129760742,24.95398712158203,53.94108963012695,140.11631774902344,28.515127182006836,339.34991455078125,88.16214752197266,448.9878845214844
2021-03-23 00:00:00-04:00,119.4651107788086,228.4924774169922,101.30110168457031,156.875,220.72000122070312,132.21218872070312,32.86451721191406,295.76904296875,67.79779815673828,59.819705963134766,45.898311614990234,83.6137924194336,43.58686447143555,24.069547653198242,55.0637092590332,139.98538208007812,28.00819206237793,340.8669738769531,87.27967834472656,446.3709716796875
2021-03-24 00:00:00-04:00,117.07656860351562,226.45364379882812,100.86439514160156,154.35350036621094,210.08999633789062,133.23831176757812,32.86451721191406,292.9876403808594,67.97775268554688,59.11952590942383,46.82924270629883,85.85234069824219,44.85122299194336,24.74641227722168,57.348472595214844,141.3472442626953,28.206214904785156,342.8095397949219,85.79784393310547,439.81378173828125
2021-03-25 00:00:00-04:00,117.56401062011719,223.4529266357422,100.86092376708984,152.31300354003906,213.4633331298828,134.945556640625,33.541404724121094,294.6813659667969,68.66326904296875,60.503028869628906,46.696250915527344,86.15573120117188,45.15467071533203,24.72836685180664,57.7437629699707,141.3996124267578,28.253732681274414,343.2628479003906,86.48047637939453,436.7722473144531
2021-03-26 00:00:00-04:00,118.16846466064453,227.43458557128906,100.4773178100586,152.60150146484375,206.23666381835938,137.19244384765625,34.44984436035156,291.8642578125,68.53472900390625,61.59970474243164,47.96796798706055,88.13188934326172,46.39374923706055,25.549638748168945,59.19840621948242,143.9836883544922,28.713153839111328,348.2486572265625,88.2287368774414,454.3205261230469
2021-03-29 00:00:00-04:00,118.34395599365234,226.2420196533203,101.52240753173828,153.7864990234375,203.76333618164062,135.06057739257812,34.12031555175781,290.3844299316406,66.73523712158203,60.38492202758789,47.710296630859375,87.67269897460938,45.382259368896484,24.999113082885742,58.21810531616211,144.9527130126953,29.006221771240234,350.6351623535156,88.85311126708984,452.84918212890625
2021-03-30 00:00:00-04:00,116.89134979248047,222.981689453125,101.55616760253906,152.76449584960938,211.8733367919922,136.65283203125,34.7259521484375,295.9830017089844,67.77208709716797,61.549102783203125,47.120147705078125,86.86091613769531,45.03667068481445,24.565919876098633,57.91769790649414,144.05352783203125,28.602262496948242,345.5475769042969,88.903076171875,445.83770751953125
2021-03-31 00:00:00-04:00,119.08488464355469,226.75172424316406,102.35265350341797,154.70399475097656,222.64332580566406,134.6624755859375,34.45875930786133,291.5165710449219,66.5467300415039,61.371944427490234,46.405330657958984,85.9261245727539,44.64893341064453,24.538843154907227,57.3405647277832,143.47735595703125,28.697311401367188,344.1693420410156,90.09353637695312,450.6864318847656
2021-04-01 00:00:00-04:00,119.9135513305664,233.08001708984375,105.69042205810547,158.0500030517578,220.5833282470703,135.9717254638672,35.1712760925293,292.0872497558594,67.02660369873047,61.70094299316406,47.70197677612305,86.71332550048828,45.53398513793945,25.360111236572266,59.562068939208984,142.15042114257812,28.75275230407715,339.5443115234375,90.34329986572266,450.607421875
2021-04-05 00:00:00-04:00,122.74079132080078,239.5430145263672,110.1159896850586,161.3365020751953,230.35000610351562,136.6924591064453,35.44736862182617,288.4321594238281,66.83806610107422,61.371944427490234,46.96223068237305,85.696533203125,44.00831604003906,24.863737106323242,56.755550384521484,142.67420959472656,28.73691177368164,342.42108154296875,88.3619384765625,459.58404541015625
2021-04-06 00:00:00-04:00,123.04299926757812,238.37924194335938,109.63462829589844,161.1909942626953,230.5399932861328,135.73143005371094,35.349388122558594,291.5701904296875,67.77208709716797,61.24539566040039,46.82924270629883,84.93395233154297,44.320194244384766,24.76446533203125,57.15874481201172,142.63929748535156,28.554731369018555,337.0467224121094,87.72924041748047,462.8922119140625
2021-04-07 00:00:00-04:00,124.69058227539062,240.3412628173828,111.11196899414062,163.96949768066406,223.6566619873047,137.85809326171875,35.670021057128906,291.1155090332031,67.72924041748047,61.321327209472656,47.03702926635742,85.43413543701172,44.151611328125,24.683246612548828,57.94931411743164,142.83135986328125,28.4438419342041,338.2215576171875,87.58769989013672,460.5616760253906
2021-04-08 00:00:00-04:00,127.08887481689453,243.56312561035156,111.67769622802734,164.96499633789062,227.93333435058594,138.0271453857422,35.358299255371094,295.2074279785156,68.72325897216797,61.01762390136719,46.546630859375,84.47476196289062,43.190704345703125,24.42151641845703,57.071773529052734,142.2726287841797,28.483444213867188,337.5277404785156,88.32862091064453,465.6277160644531
2021-04-09 00:00:00-04:00,129.66261291503906,246.06365966796875,112.68211364746094,168.61000061035156,225.67333984375,139.05934143066406,35.61658477783203,294.9132385253906,69.16883850097656,61.09355163574219,46.43857192993164,84.39276123046875,43.182254791259766,24.150768280029297,56.73972702026367,140.77105712890625,28.99037742614746,348.08209228515625,89.5274429321289,472.9056701660156
2021-04-12 00:00:00-04:00,127.9468002319336,246.1214141845703,111.38936614990234,168.96949768066406,233.9933319091797,138.76571655273438,35.67893600463867,295.8314208984375,68.70611572265625,61.321327209472656,46.13103485107422,83.45797729492188,42.87038040161133,23.952219009399414,55.41946029663086,141.11154174804688,29.2834529876709,348.06353759765625,90.11852264404297,470.04193115234375
2021-04-13 00:00:00-04:00,131.0567169189453,248.6027069091797,111.8761978149414,170.0,254.10667419433594,137.11065673828125,35.019859313964844,292.122802734375,68.14912414550781,60.78984451293945,46.30559539794922,83.83517456054688,42.81138229370117,23.500974655151367,55.65663146972656,139.2258758544922,29.433958053588867,346.4171142578125,90.09353637695312,478.8012390136719
2021-04-14 00:00:00-04:00,128.71697998046875,245.8136749267578,111.2548828125,166.64999389648438,244.07666015625,134.54798889160156,35.51861572265625,298.9605407714844,69.22882080078125,61.506919860839844,47.64381408691406,85.49974060058594,44.41291427612305,24.647136688232422,58.59758758544922,139.60995483398438,29.441869735717773,347.46234130859375,89.23406982421875,472.0762023925781
